Metadata_JCP2022,Metadata_broad_sample,Metadata_Name,Metadata_Vector,Metadata_Transcript,l,Metadata_NCBI_Gene_ID,Metadata_Taxon_ID,Metadata_Gene_Description,Metadata_Prot_Match,Metadata_Insert_Length,Metadata_pert_type
JCP2022_914639,ccsbBroad304_15648,ORF010489.1_TRC304.1,pLX_304,XM_017028118.1,EIF2S2,8894,9606,eukaryotic translation initiation factor 2 subunit beta,65.2,642,trt
JCP2022_914640,ccsbBroad304_15649,ORF014228.1_TRC304.1,pLX_304,BC019890.1,MPZL1,9019,9606,NA,,441,trt
JCP2022_914641,ccsbBroad304_15650,ORF015228.1_TRC304.1,pLX_304,NM_003965.5,CCRL2,9034,9606,C-C motif chemokine receptor like 2,100,1032,trt
JCP2022_914642,ccsbBroad304_15651,ORF012210.1_TRC304.1,pLX_304,NM_001034996.3,RPL14,9045,9606,ribosomal protein L14,99,651,trt
JCP2022_914643,ccsbBroad304_15652,ORF000290.1_TRC304.1,pLX_304,NM_001034996.3,RPL14,9045,9606,ribosomal protein L14,98.1,657,trt
JCP2022_914644,ccsbBroad304_15653,ORF000900.1_TRC304.1,pLX_304,NM_001034996.3,RPL14,9045,9606,ribosomal protein L14,99.5,648,trt
JCP2022_914645,ccsbBroad304_15654,ORF004492.1_TRC304.1,pLX_304,NM_001286516.1,DNAJA3,9093,9606,DnaJ heat shock protein family (Hsp40) member A3,80.3,723,trt
JCP2022_914646,ccsbBroad304_15655,ORF012943.1_TRC304.1,pLX_304,NM_001135110.3,DNAJA3,9093,9606,DnaJ heat shock protein family (Hsp40) member A3,99.7,1359,trt
JCP2022_914647,ccsbBroad304_15656,ORF017460.1_TRC304.1,pLX_304,NM_004686.5,MTMR7,9108,9606,myotubularin related protein 7,99.8,1980,trt
JCP2022_914648,ccsbBroad304_15657,ORF013519.1_TRC304.1,pLX_304,NM_198977.2,ARHGEF1,9138,9606,Rho guanine nucleotide exchange factor 1,100,2637,trt
JCP2022_914649,ccsbBroad304_15658,ORF004194.1_TRC304.1,pLX_304,BC009568.1,SYNGR3,9143,9606,NA,,435,trt
JCP2022_914650,ccsbBroad304_15659,ORF014407.1_TRC304.1,pLX_304,NM_001319036.1,COX7A2L,9167,9606,cytochrome c oxidase subunit 7A2 like,100,342,trt
JCP2022_914651,ccsbBroad304_15660,ORF003728.1_TRC304.1,pLX_304,NM_001168355.2,OSMR,9180,9606,oncostatin M receptor,62.5,645,trt
JCP2022_914652,ccsbBroad304_15661,ORF008792.1_TRC304.1,pLX_304,NM_001256910.1,DDX21,9188,9606,DExD-box helicase 21,100,2145,trt
JCP2022_914653,ccsbBroad304_15662,ORF010410.1_TRC304.1,pLX_304,NM_001171163.1,ZMYM3,9203,9606,zinc finger MYM-type containing 3,100,1485,trt
JCP2022_914654,ccsbBroad304_15663,ORF010143.1_TRC304.1,pLX_304,NM_001367581.1,CYTH3,9265,9606,cytohesin 3,77.1,537,trt
JCP2022_914655,ccsbBroad304_15664,ORF018169.1_TRC304.1,pLX_304,NM_005684.5,GPR52,9293,9606,G protein-coupled receptor 52,100,1083,trt
JCP2022_914656,ccsbBroad304_15665,ORF002215.1_TRC304.1,pLX_304,NM_001001484.2,PTER,9317,9606,phosphotriesterase related,100,1047,trt
JCP2022_914657,ccsbBroad304_15666,ORF007379.1_TRC304.1,pLX_304,NM_004781.4,VAMP3,9341,9606,vesicle associated membrane protein 3,99,300,trt
JCP2022_914658,ccsbBroad304_15667,ORF017554.1_TRC304.1,pLX_304,NM_005454.3,CER1,9350,9606,"cerberus 1, DAN family BMP antagonist",97.7,795,trt
JCP2022_914659,ccsbBroad304_15668,ORF000505.1_TRC304.1,pLX_304,NM_005454.3,CER1,9350,9606,"cerberus 1, DAN family BMP antagonist",99.2,801,trt
JCP2022_914660,ccsbBroad304_15669,ORF010547.1_TRC304.1,pLX_304,NM_004831.4,MED26,9441,9606,mediator complex subunit 26,99.8,1800,trt
JCP2022_914661,ccsbBroad304_15670,ORF001779.1_TRC304.1,pLX_304,NM_004281.3,BAG3,9531,9606,BAG cochaperone 3,100,1725,trt
JCP2022_914662,ccsbBroad304_15671,ORF006507.1_TRC304.1,pLX_304,NM_001171617.1,PREPL,9581,9606,prolyl endopeptidase like,38,732,trt
JCP2022_914663,ccsbBroad304_15672,ORF009697.1_TRC304.1,pLX_304,NM_001242599.2,RBM39,9584,9606,RNA binding motif protein 39,100,1524,trt
JCP2022_914664,ccsbBroad304_15674,ORF000174.1_TRC304.1,pLX_304,XM_005249564.4,UBE3C,9690,9606,ubiquitin protein ligase E3C,37.9,1212,trt
JCP2022_914665,ccsbBroad304_15675,ORF014401.1_TRC304.1,pLX_304,NM_014672.4,PRORP,9692,9606,protein only RNase P catalytic subunit,99.8,1749,trt
JCP2022_914666,ccsbBroad304_15676,ORF015708.1_TRC304.1,pLX_304,NM_014713.5,LAPTM4A,9741,9606,lysosomal protein transmembrane 4 alpha,100,699,trt
JCP2022_914667,ccsbBroad304_15677,ORF007468.1_TRC304.1,pLX_304,NM_014740.4,EIF4A3,9775,9606,eukaryotic translation initiation factor 4A3,100,1233,trt
JCP2022_914668,ccsbBroad304_15678,ORF004035.1_TRC304.1,pLX_304,NM_001346356.1,ATG13,9776,9606,autophagy related 13,81.5,1215,trt
JCP2022_914669,ccsbBroad304_15679,ORF000492.1_TRC304.1,pLX_304,NM_014003.4,DHX38,9785,9606,DEAH-box helicase 38,100,3681,trt
JCP2022_914670,ccsbBroad304_15680,ORF014318.1_TRC304.1,pLX_304,NM_014750.5,DLGAP5,9787,9606,DLG associated protein 5,100,2538,trt
JCP2022_914671,ccsbBroad304_15681,ORF004991.1_TRC304.1,pLX_304,XM_024452311.1,SFI1,9814,9606,SFI1 centrin binding protein,42.1,882,trt
JCP2022_914672,ccsbBroad304_15682,ORF000269.1_TRC304.1,pLX_304,NM_001035230.2,RABGAP1L,9910,9606,RAB GTPase activating protein 1 like,100,216,trt
JCP2022_914673,ccsbBroad304_15683,ORF011996.1_TRC304.1,pLX_304,XM_005245686.3,TMCC2,9911,9606,transmembrane and coiled-coil domain family 2,32.3,936,trt
JCP2022_914674,ccsbBroad304_15684,ORF016379.1_TRC304.1,pLX_304,NM_001321168.2,ARHGAP44,9912,9606,Rho GTPase activating protein 44,19.1,327,trt
JCP2022_914675,ccsbBroad304_15685,ORF014863.1_TRC304.1,pLX_304,BC017770.1,RBM8A,9939,9606,NA,,234,trt
JCP2022_914676,ccsbBroad304_15686,ORF015313.1_TRC304.1,pLX_304,NM_001252079.1,USP15,9958,9606,ubiquitin specific peptidase 15,100,705,trt
JCP2022_914677,ccsbBroad304_15688,ORF000080.1_TRC304.1,pLX_304,NM_005137.3,DGCR2,9993,9606,DiGeorge syndrome critical region gene 2,99.8,1650,trt
JCP2022_914678,ccsbBroad304_15689,ORF003557.1_TRC304.1,pLX_304,XLOC_l2_011911_8,XLOC_l2_011911,XLOC_l2_011911,9606,XLOC_l2_011911,,465,trt
JCP2022_914679,ccsbBroad304_15692,ORF003239.1_TRC304.1,pLX_304,NM_052837.3,SCAMP3,10067,9606,secretory carrier membrane protein 3,100,963,trt
JCP2022_914680,ccsbBroad304_15693,ORF001200.1_TRC304.1,pLX_304,NM_001330484.1,PREB,10113,9606,prolactin regulatory element binding,100,1035,trt
JCP2022_914681,ccsbBroad304_15694,ORF003992.1_TRC304.1,pLX_304,NM_001139441.1,BCAP31,10134,9606,B cell receptor associated protein 31,99.5,738,trt
JCP2022_914682,ccsbBroad304_15695,ORF016117.1_TRC304.1,pLX_304,NM_005747.5,CELA3A,10136,9606,chymotrypsin like elastase 3A,99.6,810,trt
JCP2022_914683,ccsbBroad304_15697,ORF013586.1_TRC304.1,pLX_304,NM_005805.6,PSMD14,10213,9606,"proteasome 26S subunit, non-ATPase 14",30.6,285,trt
JCP2022_914684,ccsbBroad304_15698,ORF009627.1_TRC304.1,pLX_304,NM_001120.4,MFSD10,10227,9606,major facilitator superfamily domain containing 10,100,1365,trt
JCP2022_914685,ccsbBroad304_15699,ORF017035.1_TRC304.1,pLX_304,NM_001174152.1,RABEPK,10244,9606,Rab9 effector protein with kelch motifs,99.7,1116,trt
JCP2022_914686,ccsbBroad304_15700,ORF004980.1_TRC304.1,pLX_304,NM_001282209.1,SIGMAR1,10280,9606,sigma non-opioid intracellular receptor 1,91.1,318,trt
JCP2022_914687,ccsbBroad304_15701,ORF015518.1_TRC304.1,pLX_304,NM_003414.6,ZNF267,10308,9606,zinc finger protein 267,99.7,2229,trt
JCP2022_914688,ccsbBroad304_15702,ORF006482.1_TRC304.1,pLX_304,NM_001258454.2,TNIP1,10318,9606,TNFAIP3 interacting protein 1,99.8,1908,trt
JCP2022_914689,ccsbBroad304_15703,ORF006475.1_TRC304.1,pLX_304,BC028026.1,PCGF3,10336,9606,NA,,288,trt
JCP2022_914690,ccsbBroad304_15704,ORF016934.1_TRC304.1,pLX_304,NM_001195479.1,TFG,10342,9606,trafficking from ER to golgi regulator,54.1,1098,trt
JCP2022_914691,ccsbBroad304_15705,ORF005545.1_TRC304.1,pLX_304,NM_006339.3,HMG20B,10362,9606,high mobility group 20B,100,951,trt
JCP2022_914692,ccsbBroad304_15706,ORF011605.1_TRC304.1,pLX_304,NM_006082.3,TUBA1B,10376,9606,tubulin alpha 1b,100,1353,trt
JCP2022_914693,ccsbBroad304_15707,ORF014033.1_TRC304.1,pLX_304,NM_006082.3,TUBA1B,10376,9606,tubulin alpha 1b,100,1353,trt
JCP2022_914694,ccsbBroad304_15709,ORF008798.1_TRC304.1,pLX_304,NM_001197238.2,BTN2A2,10385,9606,butyrophilin subfamily 2 member A2,100,1008,trt
JCP2022_914695,ccsbBroad304_15710,ORF001555.1_TRC304.1,pLX_304,NM_006098.5,RACK1,10399,9606,receptor for activated C kinase 1,100,951,trt
JCP2022_914696,ccsbBroad304_15711,ORF000023.1_TRC304.1,pLX_304,NM_006118.4,HAX1,10456,9606,HCLS1 associated protein X-1,99.6,837,trt
JCP2022_914697,ccsbBroad304_15712,ORF012662.1_TRC304.1,pLX_304,XM_017011678.2,GPNMB,10457,9606,glycoprotein nmb,35.2,618,trt
JCP2022_914698,ccsbBroad304_15714,ORF016264.1_TRC304.1,pLX_304,NM_001003785.2,ATP5PD,10476,9606,ATP synthase peripheral stalk subunit d,100,411,trt
JCP2022_914699,ccsbBroad304_15716,ORF013066.1_TRC304.1,pLX_304,NM_001324033.2,SEMA4B,10509,9606,semaphorin 4B,69.4,1425,trt
JCP2022_914700,ccsbBroad304_15717,ORF002410.1_TRC304.1,pLX_304,NM_014889.4,PITRM1,10531,9606,pitrilysin metallopeptidase 1,99.5,3111,trt
JCP2022_914701,ccsbBroad304_15718,ORF017789.1_TRC304.1,pLX_304,NM_001012727.2,AGPAT2,10555,9606,1-acylglycerol-3-phosphate O-acyltransferase 2,100,738,trt
JCP2022_914702,ccsbBroad304_15719,ORF013415.1_TRC304.1,pLX_304,NM_006431.3,CCT2,10576,9606,chaperonin containing TCP1 subunit 2,100,1605,trt
JCP2022_914703,ccsbBroad304_15720,ORF001319.1_TRC304.1,pLX_304,NM_006468.8,POLR3C,10623,9606,RNA polymerase III subunit C,76,1233,trt
JCP2022_914704,ccsbBroad304_15721,ORF007107.1_TRC304.1,pLX_304,NM_001303048.1,MYL12A,10627,9606,myosin light chain 12A,100,513,trt
JCP2022_914705,ccsbBroad304_15722,ORF009440.1_TRC304.1,pLX_304,NM_006476.5,ATP5MG,10632,9606,ATP synthase membrane subunit g,100,309,trt
JCP2022_914706,ccsbBroad304_15723,ORF008377.1_TRC304.1,pLX_304,NM_021102.4,SPINT2,10653,9606,"serine peptidase inhibitor, Kunitz type 2",100,756,trt
JCP2022_914707,ccsbBroad304_15724,ORF009111.1_TRC304.1,pLX_304,NM_198264.2,FAM189B,10712,9606,family with sequence similarity 189 member B,19.9,432,trt
JCP2022_914708,ccsbBroad304_15725,ORF007368.1_TRC304.1,pLX_304,NM_198264.2,FAM189B,10712,9606,family with sequence similarity 189 member B,100,1716,trt
JCP2022_914709,ccsbBroad304_15726,ORF008999.1_TRC304.1,pLX_304,NM_006613.4,GRAP,10750,9606,GRB2 related adaptor protein,100,651,trt
JCP2022_914710,ccsbBroad304_15727,ORF005400.1_TRC304.1,pLX_304,NM_001191006.3,SRSF10,10772,9606,serine and arginine rich splicing factor 10,100,519,trt
JCP2022_914711,ccsbBroad304_15728,ORF006813.1_TRC304.1,pLX_304,XM_017026171.1,ZNF266,10781,9606,zinc finger protein 266,82.4,789,trt
JCP2022_914712,ccsbBroad304_15729,ORF017724.1_TRC304.1,pLX_304,XM_024451521.1,ZNF724,440519,9606,zinc finger protein 724,83.9,243,trt
JCP2022_914713,ccsbBroad304_15730,ORF012916.1_TRC304.1,pLX_304,NM_001166113.1,PNPLA6,10908,9606,patatin like phospholipase domain containing 6,99.8,3981,trt
JCP2022_914714,ccsbBroad304_15731,ORF016707.1_TRC304.1,pLX_304,NM_006713.4,SUB1,10923,9606,SUB1 regulator of transcription,99.2,381,trt
JCP2022_914715,ccsbBroad304_15732,ORF007508.1_TRC304.1,pLX_304,NM_001265604.1,MORF4L1,10933,9606,mortality factor 4 like 1,99.5,705,trt
JCP2022_914716,ccsbBroad304_15733,ORF015837.1_TRC304.1,pLX_304,NM_006802.4,SF3A3,10946,9606,splicing factor 3a subunit 3,100,1503,trt
JCP2022_914717,ccsbBroad304_15734,ORF010080.1_TRC304.1,pLX_304,NM_006804.4,STARD3,10948,9606,StAR related lipid transfer domain containing 3,100,1335,trt
JCP2022_914718,ccsbBroad304_15735,ORF005851.1_TRC304.1,pLX_304,NM_006804.4,STARD3,10948,9606,StAR related lipid transfer domain containing 3,99.7,1335,trt
JCP2022_914719,ccsbBroad304_15736,ORF000003.1_TRC304.1,pLX_304,NM_001206682.1,ATF7,11016,9606,activating transcription factor 7,99.1,351,trt
JCP2022_914720,ccsbBroad304_15737,ORF011260.1_TRC304.1,pLX_304,NM_033081.2,DIDO1,11083,9606,death inducer-obliterator 1,21.2,1434,trt
JCP2022_914721,ccsbBroad304_15739,ORF002294.1_TRC304.1,pLX_304,NM_007188.5,ABCB8,11194,9606,ATP binding cassette subfamily B member 8,100,2154,trt
JCP2022_914722,ccsbBroad304_15740,ORF017878.1_TRC304.1,pLX_304,NM_007204.5,DDX20,11218,9606,DEAD-box helicase 20,99.8,2472,trt
JCP2022_914723,ccsbBroad304_15741,ORF010502.1_TRC304.1,pLX_304,NM_007284.4,TWF2,11344,9606,twinfilin actin binding protein 2,100,1047,trt
JCP2022_914724,ccsbBroad304_15742,ORF011577.1_TRC304.1,pLX_304,NM_007285.7,GABARAPL2,11345,9606,GABA type A receptor associated protein like 2,100,351,trt
JCP2022_914725,ccsbBroad304_15743,ORF014115.1_TRC304.1,pLX_304,NM_001371577.1,AAK1,22848,9606,AP2 associated kinase 1,68.9,1423,trt
JCP2022_914726,ccsbBroad304_15744,ORF018267.1_TRC304.1,pLX_304,XM_017019033.1,R3HDM2,22864,9606,R3H domain containing 2,100,1911,trt
JCP2022_914727,ccsbBroad304_15745,ORF003851.1_TRC304.1,pLX_304,NM_014972.3,TCF25,22980,9606,transcription factor 25,100,2028,trt
JCP2022_914728,ccsbBroad304_15746,ORF008442.1_TRC304.1,pLX_304,XM_017007909.1,WDFY3,23001,9606,WD repeat and FYVE domain containing 3,9.8,843,trt
JCP2022_914729,ccsbBroad304_15747,ORF005411.1_TRC304.1,pLX_304,NM_001161577.2,SAMD4A,23034,9606,sterile alpha motif domain containing 4A,100,1035,trt
JCP2022_914730,ccsbBroad304_15748,ORF018265.1_TRC304.1,pLX_304,NM_015043.4,TBC1D9B,23061,9606,TBC1 domain family member 9B,41.2,1530,trt
JCP2022_914731,ccsbBroad304_15750,ORF016896.1_TRC304.1,pLX_304,NM_015129.6,SEPTIN6,23157,9606,septin 6,99.7,1302,trt
JCP2022_914732,ccsbBroad304_15751,ORF014288.1_TRC304.1,pLX_304,XM_006711969.1,PSME4,23198,9606,proteasome activator subunit 4,21.4,645,trt
JCP2022_914733,ccsbBroad304_15752,ORF012638.1_TRC304.1,pLX_304,NM_182734.3,PLCB1,23236,9606,phospholipase C beta 1,100,3519,trt
JCP2022_914734,ccsbBroad304_15753,ORF002033.1_TRC304.1,pLX_304,NM_001184735.1,ASTN2,23245,9606,astrotactin 2,98.9,582,trt
JCP2022_914735,ccsbBroad304_15754,ORF010831.1_TRC304.1,pLX_304,NM_198188.2,ASTN2,23245,9606,astrotactin 2,100,1185,trt
JCP2022_914736,ccsbBroad304_15755,ORF000695.1_TRC304.1,pLX_304,NM_001318399.1,NUP160,23279,9606,nucleoporin 160,84.8,570,trt
JCP2022_914737,ccsbBroad304_15756,ORF013220.1_TRC304.1,pLX_304,XM_017000818.1,TUT4,23318,9606,terminal uridylyl transferase 4,31.2,927,trt
JCP2022_914738,ccsbBroad304_15757,ORF003153.1_TRC304.1,pLX_304,BC010144.2,LARP1,23367,9606,NA,,159,trt
JCP2022_914739,ccsbBroad304_15758,ORF003807.1_TRC304.1,pLX_304,XM_017011909.1,NUDCD3,23386,9606,NudC domain containing 3,86.8,660,trt
JCP2022_914740,ccsbBroad304_15759,ORF003416.1_TRC304.1,pLX_304,XM_017017427.1,SIK3,23387,9606,SIK family kinase 3,52.6,1170,trt
JCP2022_914741,ccsbBroad304_15760,ORF015976.1_TRC304.1,pLX_304,NM_001347148.1,ITGB3BP,23421,9606,integrin subunit beta 3 binding protein,100,411,trt
JCP2022_914742,ccsbBroad304_15761,ORF007420.1_TRC304.1,pLX_304,NM_014292.5,CBX6,23466,9606,chromobox 6,100,1236,trt
JCP2022_914743,ccsbBroad304_15762,ORF007671.1_TRC304.1,pLX_304,NM_014298.5,QPRT,23475,9606,quinolinate phosphoribosyltransferase,100,891,trt
JCP2022_914744,ccsbBroad304_15763,ORF018028.1_TRC304.1,pLX_304,NM_213595.3,ISCU,23479,9606,iron-sulfur cluster assembly enzyme,100,501,trt
JCP2022_914745,ccsbBroad304_15764,ORF015625.1_TRC304.1,pLX_304,NM_012423.4,RPL13A,23521,9606,ribosomal protein L13a,100,609,trt
JCP2022_914746,ccsbBroad304_15765,ORF012581.1_TRC304.1,pLX_304,XM_024446009.1,NNT,23530,9606,nicotinamide nucleotide transhydrogenase,35.3,621,trt
JCP2022_914747,ccsbBroad304_15766,ORF005255.1_TRC304.1,pLX_304,NM_206955.2,PRAME,23532,9606,preferentially expressed antigen in melanoma,99.8,1527,trt
JCP2022_914748,ccsbBroad304_15767,ORF003458.1_TRC304.1,pLX_304,NM_015370.1,C22orf31,25770,9606,chromosome 22 open reading frame 31,100,870,trt
JCP2022_914749,ccsbBroad304_15768,ORF017305.1_TRC304.1,pLX_304,NM_199462.3,DSTYK,25778,9606,dual serine/threonine and tyrosine protein kinase,99.8,2652,trt
JCP2022_914750,ccsbBroad304_15769,ORF010961.1_TRC304.1,pLX_304,NM_012418.4,FSCN2,25794,9606,"fascin actin-bundling protein 2, retinal",100,1476,trt
JCP2022_914751,ccsbBroad304_15770,ORF011770.1_TRC304.1,pLX_304,NM_012134.3,LMOD1,25802,9606,leiomodin 1,44.8,807,trt
JCP2022_914752,ccsbBroad304_15771,ORF010766.1_TRC304.1,pLX_304,NM_015380.5,SAMM50,25813,9606,SAMM50 sorting and assembly machinery component,99.7,1407,trt
JCP2022_914753,ccsbBroad304_15772,ORF002313.1_TRC304.1,pLX_304,NM_014351.4,SULT4A1,25830,9606,sulfotransferase family 4A member 1,99.2,849,trt
JCP2022_914754,ccsbBroad304_15773,ORF003435.1_TRC304.1,pLX_304,XM_017009331.1,NIPBL,25836,9606,NIPBL cohesin loading factor,7.3,525,trt
JCP2022_914755,ccsbBroad304_15774,ORF003664.1_TRC304.1,pLX_304,NM_001199811.1,INTS7,25896,9606,integrator complex subunit 7,99.8,2844,trt
JCP2022_914756,ccsbBroad304_15775,ORF014817.1_TRC304.1,pLX_304,NM_001256741.2,CNOT10,25904,9606,CCR4-NOT transcription complex subunit 10,99.8,2151,trt
JCP2022_914757,ccsbBroad304_15777,ORF004169.1_TRC304.1,pLX_304,NM_001278247.1,RWDD3,25950,9606,RWD domain containing 3,99.4,555,trt
JCP2022_914758,ccsbBroad304_15778,ORF002342.1_TRC304.1,pLX_304,NM_001077399.3,PNKD,25953,9606,PNKD metallo-beta-lactamase domain containing,100,426,trt
JCP2022_914759,ccsbBroad304_15779,ORF011183.1_TRC304.1,pLX_304,XM_017013306.1,VIRMA,25962,9606,vir like m6A methyltransferase associated,43.4,1968,trt
JCP2022_914760,ccsbBroad304_15780,ORF014356.1_TRC304.1,pLX_304,NM_198935.3,SS18L1,26039,9606,SS18L1 subunit of BAF chromatin remodeling complex,99.7,1188,trt
JCP2022_914761,ccsbBroad304_15781,ORF009902.1_TRC304.1,pLX_304,NM_015640.4,SERBP1,26135,9606,SERPINE1 mRNA binding protein 1,100,1161,trt
JCP2022_914762,ccsbBroad304_15782,ORF009650.1_TRC304.1,pLX_304,NM_015659.3,RSL1D1,26156,9606,ribosomal L1 domain containing 1,100,1470,trt
JCP2022_914763,ccsbBroad304_15783,ORF001349.1_TRC304.1,pLX_304,XM_011516959.3,RGS22,26166,9606,regulator of G protein signaling 22,67.8,1512,trt
JCP2022_914764,ccsbBroad304_15784,ORF017547.1_TRC304.1,pLX_304,NM_199078.3,CNNM3,26505,9606,cyclin and CBS domain divalent metal cation transport mediator 3,47.5,1065,trt
JCP2022_914765,ccsbBroad304_15785,ORF010420.1_TRC304.1,pLX_304,NM_032667.6,BSCL2,26580,9606,"BSCL2 lipid droplet biogenesis associated, seipin",100,1194,trt
JCP2022_914766,ccsbBroad304_15786,ORF011410.1_TRC304.1,pLX_304,NM_032667.6,BSCL2,26580,9606,"BSCL2 lipid droplet biogenesis associated, seipin",100,1194,trt
JCP2022_914767,ccsbBroad304_15787,ORF007163.1_TRC304.1,pLX_304,NM_001286687.1,CKAP2,26586,9606,cytoskeleton associated protein 2,32.5,483,trt
JCP2022_914768,ccsbBroad304_15788,ORF003300.1_TRC304.1,pLX_304,NM_001159597.2,SH3YL1,26751,9606,SH3 and SYLF domain containing 1,30,342,trt
JCP2022_914769,ccsbBroad304_15789,ORF006967.1_TRC304.1,pLX_304,NM_001159597.2,SH3YL1,26751,9606,SH3 and SYLF domain containing 1,100,969,trt
JCP2022_914770,ccsbBroad304_15790,ORF017183.1_TRC304.1,pLX_304,XM_017011994.2,BBS9,27241,9606,Bardet-Biedl syndrome 9,50,930,trt
JCP2022_914771,ccsbBroad304_15791,ORF011867.1_TRC304.1,pLX_304,BC005192.1,TNFRSF21,27242,9606,NA,,372,trt
JCP2022_914772,ccsbBroad304_15792,ORF000252.1_TRC304.1,pLX_304,NM_001348076.2,DIMT1,27292,9606,DIMT1 rRNA methyltransferase and ribosome maturation factor,100,825,trt
JCP2022_914773,ccsbBroad304_15793,ORF010792.1_TRC304.1,pLX_304,NM_001114107.5,PDLIM3,27295,9606,PDZ and LIM domain 3,53.2,567,trt
JCP2022_914774,ccsbBroad304_15794,ORF011753.1_TRC304.1,pLX_304,NM_001320782.1,ZNF544,27300,9606,zinc finger protein 544,72.8,318,trt
JCP2022_914775,ccsbBroad304_15795,ORF011344.1_TRC304.1,pLX_304,NM_014501.3,UBE2S,27338,9606,ubiquitin conjugating enzyme E2 S,97.7,666,trt
JCP2022_914776,ccsbBroad304_15796,ORF001442.1_TRC304.1,pLX_304,NM_182796.2,MAT2B,27430,9606,methionine adenosyltransferase 2B,99.6,969,trt
JCP2022_914777,ccsbBroad304_15797,ORF006469.1_TRC304.1,pLX_304,XR_001738709.1,EML4,27436,9606,EMAP like 4,,186,trt
JCP2022_914778,ccsbBroad304_15798,ORF006215.1_TRC304.1,pLX_304,BC034146.1,IGKV1-5,28299,9606,NA,,708,trt
JCP2022_914779,ccsbBroad304_15800,ORF001519.1_TRC304.1,pLX_304,NM_001369406.2,C11orf54,28970,9606,chromosome 11 open reading frame 54,100,612,trt
JCP2022_914780,ccsbBroad304_15801,ORF006364.1_TRC304.1,pLX_304,NM_001347947.2,IFT81,28981,9606,intraflagellar transport 81,29.2,321,trt
JCP2022_914781,ccsbBroad304_15802,ORF008969.1_TRC304.1,pLX_304,NM_014145.4,TMEM230,29058,9606,transmembrane protein 230,100,360,trt
JCP2022_914782,ccsbBroad304_15803,ORF017379.1_TRC304.1,pLX_304,NM_014170.4,GTPBP8,29083,9606,GTP binding protein 8 (putative),55.3,510,trt
JCP2022_914783,ccsbBroad304_15804,ORF001225.1_TRC304.1,pLX_304,NM_001177802.2,RANGRF,29098,9606,RAN guanine nucleotide release factor,100,495,trt
JCP2022_914784,ccsbBroad304_15805,ORF003128.1_TRC304.1,pLX_304,XM_017028793.2,NCAPH2,29781,9606,non-SMC condensin II complex subunit H2,88.9,1617,trt
JCP2022_914785,ccsbBroad304_15806,ORF008492.1_TRC304.1,pLX_304,NM_014551.4,NCAPH2,29781,9606,non-SMC condensin II complex subunit H2,83.2,747,trt
JCP2022_914786,ccsbBroad304_15807,ORF001541.1_TRC304.1,pLX_304,XLOC_l2_009328_6,XLOC_l2_009328,XLOC_l2_009328,9606,XLOC_l2_009328,,306,trt
JCP2022_914787,ccsbBroad304_15808,ORF009424.1_TRC304.1,pLX_304,NM_013286.5,RBM15B,29890,9606,RNA binding motif protein 15B,46.9,1254,trt
JCP2022_914788,ccsbBroad304_15809,ORF012208.1_TRC304.1,pLX_304,NM_181746.3,CERS2,29956,9606,ceramide synthase 2,100,1140,trt
JCP2022_914789,ccsbBroad304_15810,ORF016209.1_TRC304.1,pLX_304,NM_139265.4,EHD4,30844,9606,EH domain containing 4,100,1623,trt
JCP2022_914790,ccsbBroad304_15811,ORF010723.1_TRC304.1,pLX_304,NM_017818.4,WRAP73,49856,9606,"WD repeat containing, antisense to TP73",89.9,1305,trt
JCP2022_914791,ccsbBroad304_15812,ORF009272.1_TRC304.1,pLX_304,NR_028106.1,DCAF8,50717,9606,DDB1 and CUL4 associated factor 8,,819,trt
JCP2022_914792,ccsbBroad304_15813,ORF003482.1_TRC304.1,pLX_304,NM_023918.1,TAS2R8,50836,9606,taste 2 receptor member 8,100,927,trt
JCP2022_914793,ccsbBroad304_15814,ORF007032.1_TRC304.1,pLX_304,NR_160952.1,SNHG32,50854,9606,small nucleolar RNA host gene 32,,111,trt
JCP2022_914794,ccsbBroad304_15815,ORF002730.1_TRC304.1,pLX_304,NM_001040159.2,SPOCK3,50859,9606,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3",100,1299,trt
JCP2022_914795,ccsbBroad304_15816,ORF016621.1_TRC304.1,pLX_304,NM_016040.5,TMED5,50999,9606,transmembrane p24 trafficking protein 5,100,687,trt
JCP2022_914796,ccsbBroad304_15817,ORF012964.1_TRC304.1,pLX_304,NM_182476.3,COQ6,51004,9606,"coenzyme Q6, monooxygenase",99.7,1404,trt
JCP2022_914797,ccsbBroad304_15818,ORF005624.1_TRC304.1,pLX_304,NM_015849.3,CELA2B,51032,9606,chymotrypsin like elastase 2B,99.2,807,trt
JCP2022_914798,ccsbBroad304_15819,ORF007046.1_TRC304.1,pLX_304,NM_001371915.1,MEMO1,51072,9606,mediator of cell motility 1,100,891,trt
JCP2022_914799,ccsbBroad304_15820,ORF011506.1_TRC304.1,pLX_304,NM_015957.4,APIP,51074,9606,APAF1 interacting protein,99.1,726,trt
JCP2022_914800,ccsbBroad304_15821,ORF004143.1_TRC304.1,pLX_304,NM_001077628.3,APH1A,51107,9606,"aph-1 homolog A, gamma-secretase subunit",99.6,795,trt
JCP2022_914801,ccsbBroad304_15822,ORF012835.1_TRC304.1,pLX_304,NM_016026.4,RDH11,51109,9606,retinol dehydrogenase 11,100,954,trt
